DelayToEnqueue	DeltaEnqueue	QueueDelay	DeltaDequeue	FrameSize	Buffer	RemotePort	LocalPort
107	390	16	391	125417	0	50635	48004

213	141	16	141	125534	0	50635	48004
153	172	15	171	125408	1	50635	48004
320	0	31	16	125786	0	50634	48003
111	125	15	109	125381	0	50635	48004
101	156	16	157	125345	0	50635	48004
108	141	15	140	125345	0	50635	48004
119	344	15	344	125111	0	50635	48004

88	203	15	203	124580	0	50635	48004
102	281	15	281	124400	0	50635	48004
119	250	15	250	124544	0	50635	48004
147	94	15	94	124625	0	50635	48004
188	109	16	110	125210	0	50635	48004

194	172	15	171	124553	0	50635	48004
151	156	16	157	124409	1	50635	48004
317	0	31	15	124940	0	50634	48003
93	609	16	594	125147	0	50635	48004

96	204	15	203	125381	0	50635	48004
142	612	16	613	125372	0	50635	48004

142	500	16	500	124940	0	50635	48004
131	422	16	422	124193	0	50635	48004
101	203	16	203	124886	0	50635	48004
126	125	16	125	125264	0	50635	48004

196	204	15	203	124931	0	50635	48004
317	187	16	188	125453	0	50634	48003
165	16	15	15	124778	0	50635	48004
111	312	16	313	125075	0	50635	48004
139	94	16	94	125309	0	50635	48004
197	125	16	125	124463	0	50635	48004
351	187	16	187	124967	0	50634	48003

157	141	16	141	125525	0	50635	48004
265	141	15	140	124967	0	50634	48003
127	328	15	328	125399	0	50635	48004
105	344	15	344	124913	0	50635	48004
166	95	16	96	125003	0	50635	48004

141	109	16	109	124706	0	50635	48004
82	141	16	141	125246	0	50635	48004
113	363	16	363	124868	0	50635	48004
173	94	15	93	124796	0	50635	48004
104	265	16	266	124751	0	50635	48004

98	161	15	160	125075	0	50635	48004
131	265	16	266	125453	0	50635	48004
252	188	16	188	124895	0	50635	48004
293	141	15	140	125840	0	50635	48004
503	144	16	145	124976	0	50634	48003
186	16	16	16	125354	0	50635	48004
477	125	16	125	125075	0	50633	48002

307	62	16	62	125156	0	50635	48004
397	157	15	156	125363	0	50632	48001
278	15	16	16	124589	0	50635	48004
367	188	15	187	125327	0	50635	48004
415	15	16	16	125282	0	50634	48003
433	219	16	219	125579	1	50633	48002
401	0	31	15	126254	0	50635	48004
426	125	16	110	126911	0	50632	48001
419	94	16	94	127037	0	50635	48004
266	47	15	46	127559	0	50634	48003
193	94	15	94	127406	0	50635	48004

147	453	15	453	126839	0	50635	48004
174	93	16	94	126713	0	50635	48004
219	112	16	112	126227	0	50635	48004
91	172	16	172	125165	0	50635	48004

108	250	16	250	125192	0	50635	48004
128	188	15	187	125633	0	50635	48004
199	203	15	203	124238	0	50635	48004
289	125	15	125	124877	0	50634	48003
271	15	16	16	125228	0	50635	48004
96	157	15	156	125696	0	50635	48004

110	515	16	516	127289	0	50635	48004
105	95	15	94	127991	0	50635	48004
128	156	16	157	128027	0	50635	48004
236	141	15	140	127523	0	50635	48004
208	140	16	141	126902	0	50635	48004
406	63	15	62	127379	0	50634	48003
136	65	16	66	126848	0	50635	48004

211	141	16	141	125462	0	50635	48004
215	203	16	203	124508	0	50635	48004
443	63	15	62	124760	0	50634	48003
306	62	16	63	125039	0	50633	48002
204	31	16	31	124922	0	50635	48004
273	102	13	99	124787	0	50635	48004
174	201	16	204	124805	0	50635	48004
179	173	16	173	124697	0	50635	48004
344	31	16	31	125021	0	50634	48003
268	125	16	125	125291	0	50635	48004

313	78	16	78	124454	0	50633	48002
144	63	16	63	124724	0	50635	48004
106	297	16	297	124985	0	50635	48004
149	375	16	375	124949	0	50635	48004
104	188	16	188	125255	0	50635	48004

182	112	16	112	125138	0	50635	48004
112	297	15	296	125363	0	50635	48004
204	125	15	125	125399	0	50635	48004
244	140	16	141	124544	0	50635	48004
399	188	16	188	124913	0	50634	48003
293	62	16	62	125579	0	50635	48004

399	172	16	172	125336	0	50633	48002
426	94	16	94	125561	0	50635	48004
375	16	15	15	125921	0	50632	48001
591	281	16	282	125786	0	50635	48004
588	31	16	31	124940	0	50634	48003
486	31	16	31	125030	0	50631	48000
500	47	16	47	125084	0	50633	48002
438	172	16	172	124634	0	50635	48004
435	31	16	31	124418	0	50632	48001
386	16	16	16	124553	0	50631	48000

