Size	BytesSoFar	DeltaCreationEnqueue	DeltaEnqueue	DeltaStayedQueue	DeltaDequeue
1	450253	0	35	4	26
1	447634	0	32	4	32
1	447238	0	34	6	36
1	449524	0	33	6	33
1	453286	0	33	6	33
1	456085	0	33	6	33
1	456508	0	34	3	31
1	456391	1	34	2	33
1	452485	0	32	12	42
1	449272	0	35	12	35
1	442567	0	32	13	33
1	435493	0	33	13	33
1	428059	0	35	5	27
1	421921	0	33	7	35
1	419032	0	32	8	33
1	419185	0	35	6	33
1	446329	0	33	4	31
1	458884	0	33	4	33
1	471124	1	34	2	32
1	478558	0	32	1	31
1	485290	0	33	15	47
1	488089	0	35	13	33

1	488845	0	33	11	31
1	490537	0	32	10	31
1	492904	0	35	8	33
1	497341	0	32	9	33
1	500041	0	33	4	28
1	501841	0	34	6	36
1	504271	0	33	4	31
1	504604	0	33	4	33
1	503227	0	34	2	32
1	502543	0	33	15	46
1	504694	1	34	10	29
1	506449	0	34	9	33
1	510877	0	33	12	36
1	516943	0	32	10	30
1	520174	0	35	5	30
1	520363	0	33	8	36
1	517267	0	33	2	27
1	513325	0	34	1	33
1	508771	0	33	5	37
1	509896	0	33	4	32
1	511678	0	34	17	47
1	511093	0	33	15	31
1	511498	0	32	13	30
1	509293	0	35	12	34
1	504064	0	33	11	32
1	496693	0	32	9	30
1	490312	0	34	7	32
1	485596	0	33	7	33
1	483355	0	33	6	32
1	478792	0	34	6	34

1	476920	1	34	17	45
1	476038	0	32	3	18
1	475021	0	34	2	33
1	397882	0	33	1	32
1	396676	0	33	13	45
1	396397	0	35	7	29
1	397900	1	33	10	36
1	400627	1	33	8	31
1	403102	0	33	4	29
1	406549	0	34	5	35
1	411058	0	32	5	32
1	415261	0	35	3	33
1	413479	0	32	2	31
1	409348	0	33	18	49
1	405658	0	35	15	32
1	402427	0	32	13	30
1	399403	0	34	12	33
1	396028	0	33	10	31
1	392122	0	33	6	29
1	388018	0	33	8	35
1	384112	1	35	5	32
1	377965	0	32	6	33
1	372862	0	33	2	29
1	366409	0	34	5	37
1	358237	0	33	3	31
1	347932	0	33	2	32
1	334369	0	34	15	47
1	320815	0	33	11	29
1	363187	0	33	14	36
1	299530	0	34	11	31
1	291529	0	33	6	28

1	283411	0	33	9	36
1	346267	0	34	5	30
1	341686	0	32	6	33
1	338842	0	33	6	33
1	336655	0	35	3	32
1	332911	0	33	3	33
1	329149	0	33	17	47
1	325765	0	34	13	30
1	320104	1	33	14	34
1	315730	1	33	12	31
1	310492	0	34	9	31
1	305884	0	33	5	29
1	302203	0	32	4	31
1	298306	0	35	6	37
1	296155	0	33	5	32
1	294211	0	33	6	34
1	292357	0	34	3	31
1	290188	1	34	1	32
1	289054	0	32	1	32
1	286921	1	35	13	47
1	285040	0	32	12	31
1	283429	0	32	12	32
1	281530	1	35	10	33
1	280360	0	32	10	32
1	277210	0	33	7	30
1	274924	0	34	6	33
1	272242	0	34	6	34
1	269047	0	33	4	31
1	265087	0	34	4	34
1	264043	0	33	0	29

1	261793	0	33	1	34
1	259912	0	34	13	46
1	257275	0	33	13	33
1	256618	0	33	11	31
1	254926	0	34	10	33
1	253783	0	33	9	32
1	251695	0	33	6	30
1	250453	0	34	6	34
1	249643	0	33	5	32
1	249418	0	33	4	32
1	249292	0	33	1	30
1	248383	0	33	2	34
1	247564	0	33	14	45
1	247303	0	34	12	32
1	177040	0	33	12	33
1	175807	0	33	12	33
1	174898	0	34	10	32
1	242308	0	33	9	32
1	242425	0	33	6	30
1	240202	0	35	5	34
1	172315	0	33	4	32
1	239752	0	33	3	32
1	240022	0	34	17	48
1	240175	0	33	15	31
1	240184	0	33	13	31
1	240778	0	34	12	33
1	240508	0	32	11	31
1	240868	0	34	10	33
1	242389	0	34	8	32
1	241012	0	33	7	32

1	242155	0	33	7	33
1	243541	0	34	6	33
1	245377	0	33	4	31
1	246223	0	33	4	33
1	246835	0	34	3	33
1	247627	0	32	14	43
1	248311	1	34	13	33
1	250426	0	34	10	31
1	251974	0	32	10	32
1	253855	0	33	9	32
1	255088	0	34	7	32
1	258040	0	34	6	33
1	259777	0	33	6	33
1	262855	0	34	5	33
1	265015	0	33	3	31
1	267229	0	33	2	32
1	270100	0	34	16	48
1	272737	0	33	13	30
1	275716	0	33	14	34
1	279100	0	34	10	30
1	282529	0	33	9	32
1	287272	0	33	9	33
1	290881	0	34	7	32
1	295408	0	34	6	33
1	299116	0	32	5	31
1	302401	0	41	12	48
1	307162	0	27	2	17
1	312112	0	32	2	32
1	315343	0	34	13	45
1	318340	1	33	14	34

1	320896	0	32	13	31
1	322417	1	35	11	33
1	325081	0	32	9	30
1	328087	0	34	8	33
1	331372	0	34	7	33
1	335053	0	33	6	32
1	338770	0	33	4	31
1	342973	0	34	3	33
1	344404	0	33	3	33
1	344368	0	33	1	31
1	343288	0	34	14	47
1	342559	0	33	12	31
1	342055	0	33	13	34
1	342631	0	34	10	31
1	342757	0	33	9	32
1	345826	0	32	9	32
1	350020	0	35	5	31
1	356986	0	32	6	33
1	357949	0	34	5	33
1	361639	0	34	2	31
1	366544	0	33	1	32
1	370153	1	34	17	50
1	376939	0	33	12	28
1	386605	0	33	13	34
1	399376	0	33	11	31
1	413092	0	34	10	33
1	420517	0	33	9	32
1	425665	0	33	6	30
1	428311	1	35	5	34
1	435628	0	32	6	33

1	445249	0	33	4	31
1	452917	0	34	1	31
1	457615	0	33	17	49
1	462493	0	33	1	17
1	466723	0	34	14	47
1	473338	0	34	11	31
1	478981	0	33	9	31
1	480718	0	34	8	33
1	480781	0	33	9	34
1	480826	1	33	6	30
1	482005	0	33	3	30
1	482599	0	33	3	33
1	483904	0	33	3	33
1	484849	1	35	16	48
1	487108	0	32	15	31
1	488251	0	34	12	31
1	484741	0	33	14	35
1	481249	0	33	11	30
1	478045	0	33	9	31
1	478711	1	35	7	33
1	480133	0	32	8	33
1	479818	0	33	6	31
1	478900	0	35	4	33
1	476614	1	33	3	32
1	477505	1	33	3	33
1	481087	0	34	17	48
1	483859	0	33	14	30
1	486667	0	33	12	31
1	488764	0	34	12	34
1	490249	0	33	10	31
1	494380	0	33	8	31

1	495820	0	34	7	33
1	498610	0	33	6	32
1	503038	0	32	5	31
1	507394	0	35	4	34
1	509698	0	32	4	32
1	509392	0	34	0	30
1	509005	0	33	1	34
1	507007	0	33	15	47
1	504496	0	34	11	30
1	500491	0	34	11	34
1	497809	0	33	10	32
1	496189	0	33	7	30
1	493012	0	34	5	32
1	491878	0	32	6	33
1	491014	0	33	5	32
1	490177	0	34	4	33
1	489295	0	33	1	30
1	489511	0	33	17	49
1	488890	0	35	13	31
1	489628	1	33	11	31
1	492733	0	32	13	34
1	496612	0	35	8	30
1	501760	0	32	10	34
1	506962	0	33	7	30
1	512785	1	35	6	34
1	518698	0	33	5	32
1	525619	0	33	5	33
1	533449	0	34	2	31
1	541171	0	33	17	48

1	547102	0	33	16	32
1	549271	1	35	12	31
1	547741	0	32	12	32
1	545698	0	33	10	31
1	541234	0	34	10	34
1	531919	0	33	8	31
1	519562	0	33	6	31
1	505027	0	34	6	34
1	489781	1	33	5	32
1	475435	0	32	6	33
1	460603	0	35	2	31
1	448705	0	33	1	32
1	440308	0	33	1	33
1	430399	0	34	12	45
1	419734	0	33	13	34
1	408961	0	32	11	30
1	387631	0	34	8	31
1	361216	0	33	8	33
1	336223	0	33	8	33
1	317368	0	34	5	31
1	299080	0	33	5	33
1	286822	0	33	5	33
1	279874	0	34	3	32
1	277183	0	33	2	32
1	276040	1	33	1	32
1	272539	0	34	13	46
1	267994	0	33	10	30
1	260821	0	33	10	33
1	251290	0	34	9	33
1	243100	1	33	8	32
1	236170	0	33	6	31

1	230788	0	33	4	31
1	227143	0	33	4	33
1	224137	0	33	2	31
1	222661	1	35	16	49
1	222328	0	33	0	17
1	224677	0	32	15	47
1	228880	0	34	12	31
1	233947	0	33	12	33
1	239716	1	34	8	30
1	246484	0	34	7	33
1	254080	1	33	6	32
1	262090	0	33	5	32
1	270586	0	34	5	34
1	279514	0	33	4	32
1	289936	0	33	2	31
1	300808	0	34	17	49
1	313354	0	33	15	31
1	326566	0	33	12	30
1	338968	0	34	11	33
1	352378	0	33	11	33
1	367021	0	33	8	30
1	383590	0	34	7	33
1	400996	0	33	5	31
1	420076	0	33	4	32
1	439309	0	35	4	35
1	455446	0	32	3	31
1	470530	0	33	2	32
1	482896	0	35	13	46
1	492355	0	33	11	31
1	500140	0	33	12	34

1	502786	0	34	9	31
1	492814	0	33	7	31
1	483751	1	33	7	33
1	472060	0	34	6	33
1	453808	0	33	6	33
1	438751	0	33	4	31
1	425116	0	33	2	31
1	416287	0	33	2	33
1	407485	0	33	1	32
1	402265	0	35	11	45
1	397153	0	32	13	34
1	391708	0	33	11	31
1	389260	0	34	10	33
1	385399	0	33	7	30
1	382456	0	33	7	33
1	382321	0	34	6	33
1	380737	0	33	4	31
1	378316	0	33	4	33
1	376606	0	34	3	33
1	375706	0	33	1	31
1	374185	0	33	18	50
1	374338	1	35	11	28
1	374779	0	32	12	33
1	374095	0	33	10	31
1	375661	0	35	9	34
1	373384	0	33	6	30
1	376948	0	32	6	32
1	376795	1	35	5	34
1	377173	0	32	4	31
1	377263	0	33	4	33
1	377047	0	34	1	31

1	375976	1	34	16	49
1	373852	0	32	1	17
1	373393	0	35	13	47
1	371746	0	32	12	31
1	371413	0	33	10	31
1	369370	0	34	8	32
1	369703	0	33	8	33
1	367786	0	33	7	32
1	366886	0	34	4	31
1	366175	0	33	4	33
1	365941	1	34	3	33
1	365599	0	33	2	32
1	365635	0	33	13	44
1	365464	0	33	14	34
1	365266	0	34	11	31
1	363961	0	33	11	33
1	364402	0	33	8	30
1	366535	1	35	6	33
1	367579	1	33	6	33
1	367246	0	32	6	32
1	366310	0	35	3	32
1	368038	0	32	2	31
1	369217	0	32	1	31
1	369613	0	35	14	48
1	371701	1	34	11	31
1	371395	0	32	13	34
1	373024	1	35	9	31
1	371827	1	33	8	32
1	373366	0	32	9	33
1	374203	0	35	5	31

1	372934	0	33	5	33
1	372619	1	33	5	33
1	373132	0	34	2	31
1	373762	0	32	3	33
1	375337	0	33	17	47
1	375103	1	35	12	30
1	376264	0	32	13	33
1	375805	0	33	11	31
1	376849	0	36	10	35
1	375850	0	32	7	29
1	376858	0	33	8	34
1	377155	0	34	5	31
1	378442	1	33	3	31
1	380143	1	33	4	34
1	378820	0	34	3	33
1	379342	0	33	0	30
1	380809	0	32	15	47
1	380512	0	35	11	31
1	382060	0	32	12	33
1	381556	0	33	10	31
1	380881	1	36	6	32
1	383383	0	32	6	32
1	386146	1	33	5	32
1	386488	0	34	4	33
1	388657	0	33	4	33
1	391582	0	34	17	47
1	391654	0	33	16	32
1	392626	1	33	13	30
1	395164	0	33	11	31
1	394579	0	34	10	33

1	398890	0	33	8	31
1	395029	0	33	9	34
1	400447	1	35	6	32
1	392221	1	63	0	57
1	398962	0	12	20	32
1	399007	0	24	10	14
1	399412	1	34	9	33
1	399286	0	32	8	31
1	399925	0	34	7	33
1	395560	0	33	5	31
1	396820	1	33	6	34
1	399493	0	34	4	32
1	398512	1	33	3	32
1	398107	0	33	2	32
1	400465	0	34	20	52
1	402895	0	33	13	26
1	410032	0	33	13	33
1	420994	1	35	9	31
1	430174	0	32	9	32
1	441784	1	33	8	32
1	453025	0	35	4	31
1	460801	0	32	5	33
1	470494	0	33	5	33
1	479062	0	34	3	32
1	479737	0	33	2	32
1	478513	1	33	1	32
1	477064	1	35	12	46
1	475372	0	32	11	31
1	470179	1	34	11	34
1	465256	0	33	9	31

1	458704	0	33	7	31
1	451702	0	33	7	33
1	444907	0	34	6	33
1	439309	0	33	4	31
1	432307	1	33	4	33
1	425683	0	34	3	33
1	418384	0	32	1	30
1	411220	0	34	0	33
1	404416	0	33	14	47
1	398026	0	34	11	31
1	391636	0	32	13	34
1	386632	0	35	9	31
1	381844	0	33	8	32
1	376930	0	32	9	33
1	371899	0	35	5	31
1	367588	0	32	6	33
1	363016	0	33	5	32
1	358516	0	34	4	33
1	353314	0	33	2	31
1	348778	0	33	2	33
1	343711	0	35	14	47
1	338320	1	33	12	31
1	333505	0	32	11	31
1	328393	1	35	10	34
1	323929	0	41	1	32
1	319987	0	24	7	30
1	316027	0	34	7	34
1	312679	0	33	6	32
1	309124	0	33	5	32
1	305524	0	34	5	34

1	301564	0	33	5	33
1	298135	0	33	16	44
1	294220	1	35	12	31
1	289378	0	32	14	34
1	284428	0	33	11	30
1	280711	0	34	9	32
1	276193	0	33	8	32
1	274042	0	33	9	34
1	265699	0	34	2	27
1	257689	0	33	5	36
1	254071	0	33	6	34
1	264223	0	34	4	32
1	263926	0	33	1	30
1	257203	0	33	2	34
1	250678	0	34	15	47
1	253981	0	34	13	32
1	256078	0	32	12	31
1	254917	1	35	10	33
1	253702	0	32	8	30
1	253585	0	33	6	31
1	254755	1	35	4	33
1	256204	0	32	4	32
1	257032	0	33	5	34
1	257779	0	34	1	30
1	258922	0	33	3	35
1	257005	0	33	16	46
1	258004	0	34	13	31
1	258481	0	33	11	31
1	257797	0	33	11	33
1	257293	0	34	11	34

1	256474	0	33	11	33
1	258157	1	34	6	29
1	257284	1	34	5	33
1	256582	0	31	6	32
1	254566	0	33	6	33
1	253720	0	35	2	31
1	253477	0	32	2	32
1	251524	0	34	0	32
1	248176	0	34	14	48
1	242533	0	33	12	31
1	235567	0	34	10	32
1	227665	0	33	10	33
1	223318	0	33	7	30
1	222220	0	32	7	32
1	223147	1	35	5	33
1	225712	0	33	5	33
1	230896	0	33	3	31
1	239212	0	34	2	33
1	248968	0	33	0	31
1	256123	0	33	1	34
1	260803	0	35	12	46
1	263557	0	32	11	31
1	265915	0	33	11	33
1	266851	0	34	9	32
1	266347	0	33	7	31
1	266797	0	33	7	33
1	268552	0	34	6	33
1	269911	0	33	5	32
1	271063	0	33	4	32
1	271522	0	34	1	31

1	271180	0	33	16	48
1	270991	0	33	1	18
1	269758	0	34	12	45
1	268570	0	32	11	31
1	267895	1	34	9	32
1	267166	0	34	7	32
1	266248	0	32	7	32
1	264853	0	33	7	33
1	263674	1	35	5	33
1	263332	1	33	5	33
1	263332	0	32	4	31
1	263359	0	35	1	32
1	262882	0	33	0	32
1	263098	1	33	13	46
1	262819	0	34	12	33
1	262423	0	33	12	33
1	263557	0	33	10	31
1	265330	0	34	8	32
1	268309	0	33	7	32
1	270766	0	33	6	32
1	272539	0	34	3	31
1	275176	0	33	4	34
1	274060	0	33	2	31
1	271630	0	34	15	47
1	270460	0	33	13	31
1	270568	0	33	14	34
1	270181	0	34	11	31
1	270721	0	33	11	33
1	271126	0	33	8	30
1	270703	0	34	6	32
1	270487	0	33	6	33

1	270568	0	33	6	33
1	270298	0	33	5	32
1	270415	0	33	3	31
1	269578	0	33	2	32
1	268678	0	35	15	48
1	267229	0	32	14	31
1	264592	0	33	12	31
1	261865	0	35	9	32
1	258922	0	33	8	32
1	257311	0	33	8	33
1	255952	0	34	7	33
1	255223	1	33	6	32
1	254413	0	33	6	33
1	254629	0	34	3	31
1	254746	0	33	2	32
1	253954	0	33	17	48
1	252253	0	34	13	30
1	250723	0	33	14	34
1	247969	0	33	11	30
1	243694	0	34	11	34
1	234775	0	33	8	30
1	225397	0	33	7	32
1	217018	0	34	7	34
1	211078	0	33	4	30
1	208396	0	33	4	33
1	206893	0	34	4	34
1	208477	0	33	2	31
1	211285	0	33	17	48
1	214966	0	34	13	30
1	219052	0	33	12	32

1	224182	0	32	13	33
1	228448	0	34	9	30
1	231418	0	33	8	32
1	235675	0	33	8	33
1	240733	0	34	7	33
1	246025	0	33	6	32
1	251407	0	34	3	31
1	257113	0	34	3	34
1	262594	0	33	1	31
1	269443	0	33	15	47
1	275095	0	34	12	31
1	280612	0	33	13	34
1	286885	0	33	11	31
1	290017	0	34	10	33
1	292861	0	33	6	29
1	285679	0	33	6	33
1	275887	0	34	6	34
1	270244	1	33	3	30
1	273142	0	32	5	34
1	275347	0	35	3	33
1	275365	1	33	1	31
1	274726	0	32	1	32
1	277372	0	34	13	46
1	280720	1	34	10	31
1	285580	0	33	10	33
1	291088	1	34	9	33
1	295750	0	33	8	32
1	299251	0	32	6	30
1	302104	0	35	5	34
1	304210	0	33	5	33

1	305974	0	33	3	31
1	307513	0	34	16	47
1	310447	0	32	1	17
1	313129	0	33	15	47
1	315667	1	35	11	31
1	318052	1	33	9	31
1	319933	0	32	11	34
1	321697	0	35	8	32
1	322840	0	33	7	32
1	324334	0	33	6	32
1	325504	0	34	5	33
1	326575	0	33	3	31
1	327700	0	33	8	38
1	329365	0	34	17	43
1	331453	0	33	14	30
1	333271	0	33	12	31
1	335593	0	34	11	33
1	338104	0	33	11	33
1	340633	0	33	8	30
1	342820	0	35	6	33
1	344323	0	32	6	32
1	345457	1	33	5	32
1	346726	0	34	3	32
1	347923	0	33	2	32
1	348121	0	33	1	32
1	348463	0	34	16	49
1	348454	0	33	14	31
1	347563	1	33	12	31
1	346888	0	34	11	33
1	344980	0	33	8	30

1	343666	0	33	8	33
1	342640	0	34	7	33
1	340984	0	33	6	32
1	340615	0	33	4	31
1	340111	0	34	4	34
1	339220	0	33	3	32
1	337888	0	33	1	31
1	337267	0	34	14	47
1	336412	0	33	14	33
1	335701	0	33	12	31
1	334135	0	34	11	33
1	333532	0	33	8	30
1	333199	0	33	8	33
1	332623	0	34	5	31
1	332614	0	32	6	33
1	330850	0	33	5	32
1	330769	0	35	3	33
1	330355	0	32	1	30
1	330409	0	33	17	49
1	329806	0	35	14	32
1	328753	0	33	11	30
1	328339	0	33	12	34
1	328087	0	34	9	31
1	327151	0	33	8	32
1	326602	0	33	8	33
1	325900	0	34	6	32
1	325054	0	33	5	32
1	324037	0	33	4	32
1	322993	0	34	1	31
1	322480	0	33	17	49
1	322039	0	33	1	17

1	321706	0	34	14	47
1	320941	0	33	11	30
1	320572	0	33	12	34
1	320203	0	35	7	30
1	319429	0	32	6	31
1	318835	0	32	6	32
1	318898	0	35	5	34
1	318691	0	33	3	31
1	317692	0	32	5	34
1	317836	0	35	1	31
1	317431	0	32	1	32
1	317008	0	34	14	47
1	317026	1	34	11	31
1	317080	0	33	12	34
1	316666	0	33	9	30
1	316414	0	34	8	33
1	316288	0	33	6	31
1	315802	0	33	6	33
1	314956	1	35	5	34
1	315163	0	32	4	31
1	314281	0	33	4	33
1	314164	0	34	17	47
1	313129	0	33	1	17
1	312634	0	33	13	45
1	311941	0	34	13	34
1	311194	0	33	10	30
1	310258	0	33	11	34
1	310186	0	34	9	32
1	309052	0	33	8	32
1	307954	0	33	7	32

1	307090	0	34	4	31
1	306595	0	33	4	33
1	306001	0	33	4	33
1	305011	0	34	1	31
1	304696	1	34	12	45
1	303994	1	32	14	34
1	303679	0	34	11	31
1	302527	1	33	9	31
1	302401	0	32	9	32
1	301726	0	34	8	33
1	300196	0	33	7	32
1	299485	0	34	5	32
1	299278	0	34	5	34
1	298711	0	33	4	32
1	298549	0	32	2	30
1	298099	0	35	1	34
1	298540	0	33	13	45
1	298486	0	33	14	34
1	298153	0	34	11	31
1	298036	0	32	9	30
1	297775	0	33	9	33
1	297730	0	34	8	33
1	298036	0	33	7	32
1	299440	1	34	5	32
1	299791	0	34	3	32
1	299440	0	33	2	32
1	298297	0	32	2	32
1	298288	0	35	16	49
1	298324	0	33	13	30
1	298000	1	33	11	31

1	298036	1	34	9	32
1	298072	1	33	8	32
1	297721	0	33	8	33
1	297730	0	34	7	33
1	297838	0	33	6	32
1	298063	0	33	6	33
1	298639	0	34	2	30
1	297649	0	32	2	32
1	296650	0	34	15	47
1	296101	0	34	12	31
1	295687	0	32	14	34
1	295840	0	34	10	30
1	296209	1	34	8	32
1	295957	1	33	8	33
1	295228	0	32	9	33
1	294580	0	35	6	32
1	294265	0	33	5	32
1	293608	0	33	3	31
1	293824	0	34	3	34
1	294616	0	33	2	32
1	294832	0	33	1	32
1	294562	0	34	15	48
1	293734	1	34	13	32
1	293680	0	43	14	44
1	293500	0	23	8	17
1	293518	0	33	7	32
1	293563	0	32	8	33
1	293482	0	35	4	31
1	292168	0	33	5	34
1	290197	0	33	5	33

1	289594	0	35	2	32
1	289243	0	32	15	45
1	289432	0	33	13	31
1	289450	0	34	13	34
1	289594	0	33	11	31
1	288937	0	33	9	31
1	288748	0	34	7	32
1	288136	0	32	7	32
1	288541	0	34	6	33
1	288685	0	34	4	32
1	288973	0	33	4	33
1	288091	0	33	3	32
1	286768	0	34	17	48
1	286066	0	33	15	31
1	286066	0	33	13	31
1	285355	0	34	12	33
1	286084	0	33	10	31
1	286543	0	33	8	31
1	286642	0	35	6	33
1	288505	0	32	6	32
1	291394	0	33	5	32
1	293509	0	34	4	33
1	295129	0	32	3	31
1	295399	0	33	2	32
1	295957	0	35	16	49
1	296245	0	33	13	30
1	293860	0	32	12	31
1	291403	0	35	10	33
1	289405	0	33	10	33
1	285238	1	33	7	30

1	279469	0	34	6	33
1	275554	0	32	6	32
1	273025	0	34	5	33
1	270676	0	34	3	32
1	269866	0	33	2	32
1	269191	0	33	1	32
1	269650	0	34	15	48
1	270307	0	32	13	30
1	271036	0	33	13	33
1	271729	0	34	9	30
1	272566	0	33	8	32
1	273043	1	34	6	32
1	273043	0	34	20	48
1	273448	1	33	5	18
1	273574	0	33	3	31
1	273790	0	34	4	35
1	273484	0	33	2	31
1	274348	0	33	0	31
1	273934	0	35	11	46
1	273997	0	32	12	33
1	274915	0	33	10	31
1	275374	0	34	9	33
1	274825	0	33	8	32
1	275104	0	33	7	32
1	275563	0	34	6	33
1	275887	0	33	5	32
1	275869	0	33	5	33
1	276166	0	34	2	31
1	276697	0	33	1	32
1	276580	0	33	15	47

1	277021	0	34	13	32
1	277615	0	33	11	31
1	277381	0	32	10	31
1	277939	0	35	7	32
1	277579	0	33	6	32
1	277840	1	33	6	33
1	277633	0	34	6	34
1	277741	0	33	4	31
1	277444	0	33	4	33
1	278308	0	34	1	31
1	278515	0	33	16	48
1	278470	0	33	14	31
1	278443	0	34	13	33
1	278623	0	33	11	31
1	278875	0	33	11	33
1	278938	0	34	7	30
1	279190	0	33	8	34
1	279271	0	33	6	31
1	279136	0	35	5	34
1	278992	0	32	4	31
1	279163	1	34	1	31
1	279235	0	33	15	47
1	279460	0	33	0	18
1	279838	0	32	13	45
1	280081	0	35	11	33
1	280144	0	33	10	32
1	279730	0	33	9	32
1	280378	0	34	8	33
1	280324	0	33	7	32
1	280549	0	33	5	31
1	280819	0	34	4	33

1	280684	0	33	4	33
1	280063	0	33	1	30
1	277975	0	34	1	34
1	275320	0	33	15	47
1	272809	0	33	13	31
1	272512	0	34	12	33
1	275671	0	33	10	31
1	277516	0	33	11	34
1	279883	0	33	6	28
1	280909	0	33	6	33
1	281683	0	33	7	34
1	282142	0	35	3	31
1	282250	1	33	2	32
1	281944	0	33	1	32
1	282340	0	34	15	48
1	281746	0	33	13	31
1	281638	0	33	11	31
1	281233	0	35	8	32
1	280018	0	32	9	33
1	278650	0	33	8	32
1	278965	0	34	6	32
1	278371	0	33	6	33
1	277237	0	33	4	31
1	275257	0	34	4	34
1	273367	0	33	3	32
1	270748	0	33	2	32
1	268408	0	34	15	47
1	266554	0	33	13	31
1	264097	0	33	11	31
1	262126	0	34	10	33

1	259462	0	32	9	31
1	255448	0	33	8	32
1	250822	1	35	5	32
1	246412	0	32	6	33
1	241849	0	33	6	33
1	237394	1	35	2	31
1	233092	0	33	2	33
1	229222	0	33	17	48
1	224668	0	34	13	30
1	220114	0	32	12	31
1	215461	0	33	12	33
1	210718	0	34	10	32
1	206560	0	34	8	32
1	201493	0	32	8	32
1	196570	0	35	5	32
1	192331	0	33	5	33
1	188866	0	33	4	32
1	185563	0	34	2	32
1	182557	0	33	0	31
1	180163	0	33	1	34
1	176599	0	34	14	47
1	172270	0	33	12	31
1	167617	0	32	11	31
1	162820	0	35	8	32
1	158878	0	33	7	32
1	155629	0	33	6	32
1	153118	0	34	5	33
1	151570	0	33	5	33
1	151228	0	33	5	33
1	152119	0	34	2	31

1	153226	0	32	2	32
1	154810	0	33	16	47
1	157834	0	35	13	32
1	161146	0	32	12	31
1	166006	0	33	12	33
1	171208	0	34	8	30
1	177121	0	33	7	32
1	183169	0	33	8	34
1	188164	0	34	6	32
1	192691	0	33	4	31
1	195967	0	33	5	34
1	198496	0	35	1	31
1	200404	0	33	16	48
1	201367	0	33	13	30
1	201772	0	34	12	33
1	200818	1	33	10	31
1	200080	0	32	10	32
1	199819	0	35	7	32
1	199639	0	33	6	32
1	200665	0	32	6	32
1	201439	0	35	5	34
1	202033	0	33	4	32
1	201547	0	33	2	31
1	199738	0	34	2	34
1	196795	0	33	15	46
1	194725	0	33	13	31
1	193186	0	34	12	33
1	191620	0	33	10	31
1	190036	0	33	11	34
1	188542	0	34	7	30

1	186679	0	33	6	32
1	185023	0	32	5	31
1	183106	0	34	5	34
1	182044	0	33	5	33
1	180973	0	33	3	31
1	180064	0	34	17	48
1	179344	0	34	0	17
1	179659	0	33	13	46
1	180406	0	34	12	33
1	181729	0	32	10	30
1	183583	0	33	9	32
1	184861	0	35	6	32
1	186436	0	33	5	32
1	188794	1	33	5	33
1	188839	0	34	4	33
1	189883	1	33	4	33
1	191755	0	33	2	31
1	194527	0	34	17	49
1	197659	0	33	14	30
1	202537	0	33	12	31
1	207262	0	34	11	33
1	213130	0	33	11	33
1	220870	0	33	8	30
1	228349	0	34	7	33
1	235837	0	33	6	32
1	243208	0	33	6	33
1	249562	0	33	5	32
1	255349	1	34	3	32
1	261181	0	32	2	31
1	265438	0	34	14	46

1	268750	1	34	13	33
1	272179	0	32	12	31
1	273880	0	34	11	33
1	274888	0	34	10	33
1	274591	0	32	8	30
1	274006	0	35	6	33
1	272638	0	33	6	33
1	270694	1	33	5	32
1	268921	0	34	3	32
1	267229	0	33	2	32
1	265654	0	33	2	33
1	265321	0	34	0	32
1	265861	0	33	14	47
1	266203	0	32	12	30
1	268120	0	35	10	33
1	270028	0	32	8	30
1	273655	0	33	8	33
1	276625	0	35	6	33
1	280531	0	33	4	31
1	283753	0	33	4	33
1	287398	0	34	3	33
1	291853	1	33	1	31
1	296416	0	33	15	47
1	291034	0	34	12	31
1	296902	0	33	13	34
1	304651	0	33	11	31
1	314965	0	34	10	33
1	328600	0	33	7	30
1	342775	0	33	7	33
1	356779	0	35	5	33

1	373564	1	33	3	31
1	391366	0	32	5	34
1	408385	0	35	2	32
1	424630	0	32	1	31
1	439030	0	33	13	45
1	454060	1	35	12	34
1	443053	0	32	11	31
1	436582	0	33	9	31
1	430462	0	34	8	33
1	418627	0	33	8	33
1	375553	0	33	7	32
1	329905	0	34	4	31
1	256159	0	33	4	33
1	212446	0	33	4	33
1	215848	0	34	1	31
1	219610	0	33	14	46
1	177625	0	32	13	31
1	122536	0	34	13	34
1	118513	0	33	11	31

1	266437	0	6601	6	6596
1	263035	0	33	6	33
1	260560	0	34	3	31
1	259948	0	33	2	32
1	254719	0	33	1	32
1	250849	0	34	14	47
1	247429	0	33	12	31
1	241408	0	33	12	33
1	237430	0	34	11	33
1	238564	0	32	8	29
1	239824	0	33	7	32
1	242335	0	34	6	33
1	245242	0	33	6	33
1	247438	0	34	3	31
1	248959	0	34	3	34
1	249787	0	33	1	31
1	249094	0	33	15	47
1	246808	0	34	13	32
1	244000	1	33	11	31
1	241156	0	33	11	33
1	238465	0	34	10	33
1	235756	0	32	8	30
1	233011	0	33	7	32
1	229870	0	35	6	34
1	226045	0	33	6	33

1	222058	0	33	4	31
1	218980	0	34	1	31
1	215974	0	33	16	48
1	212977	0	33	1	18
1	209818	0	34	12	45
1	206956	0	33	11	32
1	204517	0	32	12	33
